LEVEL,YEAR,NAME,AREA,NO_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F
DISTRICT,2011,East Siang,Urban,6189,27635,13969,13666,3261,1681,1580,0,0,0,12235,5748,6487,19512,10516,8996,8123,3453,4670,8805,6417,2388,7655,5733,1922,415,240,175,153,102,51,78,52,26,7009,5339,1670,1150,684,466,58,25,33,261,135,126,44,30,14,787,494,293,1025,605,420,35,17,18,226,111,115,38,29,9,726,448,278,125,79,46,23,8,15,35,24,11,6,1,5,61,46,15,18830,7552,11278
DISTRICT,2011,East Siang,Rural,12918,71579,36147,35432,9694,4836,4858,0,0,0,57744,28785,28959,43064,23694,19370,28515,12453,16062,31417,17174,14243,25923,14576,11347,16662,8750,7912,2447,1370,1077,215,133,82,6599,4323,2276,5494,2598,2896,3050,1366,1684,704,349,355,156,85,71,1584,798,786,4136,1959,2177,2214,982,1232,394,206,188,127,70,57,1401,701,700,1358,639,719,836,384,452,310,143,167,29,15,14,183,97,86,40162,18973,21189
DISTRICT,2011,East Khasi Hills,Urban,77061,366481,182340,184141,43727,22572,21155,2588,1358,1230,228537,106327,122210,295022,149025,145997,71459,33315,38144,135860,91458,44402,127833,86969,40864,1481,1024,457,558,382,176,700,502,198,125094,85061,40033,8027,4489,3538,159,68,91,161,87,74,143,69,74,7564,4265,3299,6993,3989,3004,154,65,89,148,82,66,120,59,61,6571,3783,2788,1034,500,534,5,3,2,13,5,8,23,10,13,993,482,511,230621,90882,139739
DISTRICT,2011,East Khasi Hills,Rural,86985,459441,228409,231032,95328,48233,47095,3054,1566,1488,432621,213721,218900,283008,138245,144763,176433,90164,86269,190926,112845,78081,161743,99154,62589,68605,38437,30168,29906,19181,10725,1632,987,645,61600,40549,21051,29183,13691,15492,6522,2492,4030,10264,5158,5106,491,229,262,11906,5812,6094,22714,10771,11943,4744,1754,2990,8449,4303,4146,398,200,198,9123,4514,4609,6469,2920,3549,1778,738,1040,1815,855,960,93,29,64,2783,1298,1485,268515,115564,152951
DISTRICT,2011,East Kameng,Urban,3610,18350,9269,9081,3388,1707,1681,0,0,0,14603,7120,7483,11535,6496,5039,6815,2773,4042,5626,3746,1880,4961,3438,1523,664,374,290,75,41,34,33,15,18,4189,3008,1181,665,308,357,79,33,46,39,18,21,17,7,10,530,250,280,626,292,334,74,31,43,32,14,18,13,4,9,507,243,264,39,16,23,5,2,3,7,4,3,4,3,1,23,7,16,12724,5523,7201
DISTRICT,2011,East Kameng,Rural,10898,60340,29506,30834,11238,5604,5634,0,0,0,57797,28146,29651,26914,15103,11811,33426,14403,19023,26084,12678,13406,22162,10922,11240,18602,8393,10209,368,168,200,124,55,69,3068,2306,762,3922,1756,2166,2490,1064,1426,581,237,344,99,31,68,752,424,328,3410,1506,1904,2209,941,1268,508,196,312,72,17,55,621,352,269,512,250,262,281,123,158,73,41,32,27,14,13,131,72,59,34256,16828,17428
DISTRICT,2011,East Godavari,Urban,354755,1313972,647395,666577,126976,64514,62462,159285,77364,81921,14497,7434,7063,958816,493239,465577,355156,154156,201000,457226,368190,89036,406177,335906,70271,5997,5637,360,45020,35251,9769,11453,7588,3865,343707,287430,56277,51049,32284,18765,603,406,197,10604,6313,4291,2569,1233,1336,37273,24332,12941,42893,27280,15613,572,381,191,8514,5307,3207,2053,1015,1038,31754,20577,11177,8156,5004,3152,31,25,6,2090,1006,1084,516,218,298,5519,3755,1764,856746,279205,577541
DISTRICT,2011,East Godavari,Rural,1073773,3840324,1922293,1918031,395078,200730,194348,785984,391519,394465,198698,96988,101710,2329761,1223694,1106067,1510563,698599,811964,1636455,1177641,458814,1341940,1041699,300241,146454,131623,14831,833064,613558,219506,34913,22962,11951,327509,273556,53953,294515,135942,158573,7353,4492,2861,233358,101779,131579,8918,2795,6123,44886,26876,18010,244759,117952,126807,6243,3871,2372,193499,88407,105092,7246,2284,4962,37771,23390,14381,49756,17990,31766,1110,621,489,39859,13372,26487,1672,511,1161,7115,3486,3629,2203869,744652,1459217
DISTRICT,2011,East Garo Hills,Urban,7743,44192,22460,21732,6206,3062,3144,294,176,118,39201,19224,19977,34254,17808,16446,9938,4652,5286,13308,9525,3783,10630,8037,2593,1750,1149,601,280,214,66,91,55,36,8509,6619,1890,2678,1488,1190,613,246,367,908,495,413,84,26,58,1073,721,352,2242,1178,1064,583,225,358,692,333,359,60,17,43,907,603,304,436,310,126,30,21,9,216,162,54,24,9,15,166,118,48,30884,12935,17949
DISTRICT,2011,East Garo Hills,Rural,50585,273725,138763,134962,51865,26266,25599,215,128,87,265979,134637,131342,157893,84705,73188,115832,54058,61774,112765,62737,50028,73306,48019,25287,53406,34663,18743,7774,4633,3141,1149,558,591,10977,8165,2812,39459,14718,24741,21621,7632,13989,10284,3674,6610,1151,367,784,6403,3045,3358,30461,11041,19420,16670,5683,10987,7955,2766,5189,737,223,514,5099,2369,2730,8998,3677,5321,4951,1949,3002,2329,908,1421,414,144,270,1304,676,628,160960,76026,84934
DISTRICT,2011,East District,Urban,28691,122487,64285,58202,11761,6078,5683,6479,3235,3244,31288,15309,15979,98438,53844,44594,24049,10441,13608,52730,37827,14903,45919,33586,12333,338,217,121,305,201,104,616,485,131,44660,32683,11977,6811,4241,2570,178,79,99,635,283,352,323,190,133,5675,3689,1986,5773,3615,2158,138,61,77,470,216,254,251,157,94,4914,3181,1733,1038,626,412,40,18,22,165,67,98,72,33,39,761,508,253,69757,26458,43299
DISTRICT,2011,East District,Rural,32876,161096,87147,73949,16223,8199,8024,8826,4508,4318,47148,24170,22978,115891,67501,48390,45205,19646,25559,86948,54524,32424,65139,45725,19414,21987,12918,9069,4822,2824,1998,870,591,279,37460,29392,8068,21809,8799,13010,8986,3263,5723,5721,2074,3647,595,205,390,6507,3257,3250,15701,6299,9402,6128,2227,3901,4274,1508,2766,405,140,265,4894,2424,2470,6108,2500,3608,2858,1036,1822,1447,566,881,190,65,125,1613,833,780,74148,32623,41525
DISTRICT,2011,East,Urban,358062,1705816,905639,800177,193983,103684,90299,281365,147996,133369,0,0,0,1350012,746799,603213,355804,158840,196964,578344,485889,92455,553710,468550,85160,783,641,142,2820,2076,744,18367,16102,2265,531740,449731,82009,24634,17339,7295,346,181,165,252,182,70,1108,597,511,22928,16379,6549,20979,14700,6279,332,172,160,217,152,65,874,489,385,19556,13887,5669,3655,2639,1016,14,9,5,35,30,5,234,108,126,3372,2492,880,1127472,419750,707722
DISTRICT,2011,East,Rural,875,3530,1861,1669,374,218,156,57,23,34,0,0,0,2986,1583,1403,544,278,266,1348,1062,286,1316,1043,273,22,10,12,21,20,1,65,61,4,1208,952,256,32,19,13,5,2,3,1,1,0,1,1,0,25,15,10,27,17,10,3,1,2,1,1,0,0,0,0,23,15,8,5,2,3,2,1,1,0,0,0,1,1,0,2,0,2,2182,799,1383
DISTRICT,2011,Durg,Urban,277413,1284765,655949,628816,147707,75956,71751,173527,87155,86372,79461,40083,39378,973225,532392,440833,311540,123557,187983,446297,347753,98544,410149,327595,82554,11409,7971,3438,21586,11810,9776,10015,7375,2640,367139,300439,66700,36148,20158,15990,1793,824,969,12392,4860,7532,1065,519,546,20898,13955,6943,29133,16272,12861,1517,727,790,10438,4205,6233,828,417,411,16350,10923,5427,7015,3886,3129,276,97,179,1954,655,1299,237,102,135,4548,3032,1516,838468,308196,530272
DISTRICT,2011,Durg,Rural,424294,2059107,1026152,1032955,282829,143385,139444,284513,141912,142601,317955,155925,162030,1330153,752220,577933,728954,273932,455022,1050508,573976,476532,796644,475523,321121,327721,195684,132037,341868,177099,164769,8655,5765,2890,118400,96975,21425,253864,98453,155411,51418,18707,32711,184569,68663,115906,2830,1281,1549,15047,9802,5245,212930,82923,130007,40423,14474,25949,158473,59575,98898,2290,1005,1285,11744,7869,3875,40934,15530,25404,10995,4233,6762,26096,9088,17008,540,276,264,3303,1933,1370,1008599,452176,556423
DISTRICT,2011,Dungarpur,Urban,18954,88743,45486,43257,10833,5820,5013,7958,4020,3938,16351,8296,8055,65740,36249,29491,23003,9237,13766,29763,22797,6966,23558,19496,4062,926,671,255,320,180,140,1243,980,263,21069,17665,3404,6205,3301,2904,544,296,248,797,215,582,529,257,272,4335,2533,1802,4910,2675,2235,443,237,206,602,155,447,432,207,225,3433,2076,1357,1295,626,669,101,59,42,195,60,135,97,50,47,902,457,445,58980,22689,36291
DISTRICT,2011,Dungarpur,Rural,263075,1299809,651046,648763,231406,120188,111218,44309,22523,21786,967086,483335,483751,615851,379571,236280,683958,271475,412483,611752,323827,287925,192853,151424,41429,107508,89129,18379,22451,11166,11285,3657,2687,970,59237,48442,10795,418899,172403,246496,118871,69206,49665,160762,52029,108733,7085,2684,4401,132181,48484,83697,289761,131156,158605,92707,56561,36146,112015,38163,73852,5034,2130,2904,80005,34302,45703,129138,41247,87891,26164,12645,13519,48747,13866,34881,2051,554,1497,52176,14182,37994,688057,327219,360838
DISTRICT,2011,Dumka,Urban,17409,90178,47586,42592,11645,6071,5574,7919,4088,3831,5448,2850,2598,65749,37014,28735,24429,10572,13857,27407,22401,5006,21274,18332,2942,796,623,173,778,536,242,782,621,161,18918,16552,2366,6133,4069,2064,429,250,179,1547,737,810,554,285,269,3603,2797,806,5281,3469,1812,400,239,161,1423,689,734,454,235,219,3004,2306,698,852,600,252,29,11,18,124,48,76,100,50,50,599,491,108,62771,25185,37586
DISTRICT,2011,Dumka,Rural,257610,1231264,620928,610336,207804,105570,102234,71695,36714,34981,565629,279275,286354,606660,369261,237399,624604,251667,372937,597372,344707,252665,216205,153485,62720,82428,60360,22068,71379,46340,25039,9564,6096,3468,52834,40689,12145,381167,191222,189945,109749,55271,54478,229380,111113,118267,12206,5061,7145,29832,19777,10055,302632,158218,144414,88049,46263,41786,182413,92305,90108,8964,3918,5046,23206,15732,7474,78535,33004,45531,21700,9008,12692,46967,18808,28159,3242,1143,2099,6626,4045,2581,633892,276221,357671
DISTRICT,2011,Dohad  ,Urban,35570,191625,97688,93937,27634,14467,13167,9797,4929,4868,58842,29634,29208,134619,73895,60724,57006,23793,33213,64778,49279,15499,53425,44899,8526,4343,3833,510,2685,1363,1322,820,639,181,45577,39064,6513,11353,4380,6973,684,215,469,4902,1124,3778,406,202,204,5361,2839,2522,9520,3665,5855,632,185,447,3948,859,3089,350,176,174,4590,2445,2145,1833,715,1118,52,30,22,954,265,689,56,26,30,771,394,377,126847,48409,78438
DISTRICT,2011,Dohad  ,Rural,298702,1935461,970963,964498,387164,198501,188663,31647,15751,15896,1522008,763671,758337,872552,525140,347412,1062909,445823,617086,934346,491602,442744,499970,371396,128574,307489,265910,41579,125579,54377,71202,3586,2816,770,63316,48293,15023,434376,120206,314170,76096,21776,54320,305431,74155,231276,4003,1245,2758,48846,23030,25816,388639,101491,287148,66913,17831,49082,276595,63687,212908,3492,1005,2487,41639,18968,22671,45737,18715,27022,9183,3945,5238,28836,10468,18368,511,240,271,7207,4062,3145,1001115,479361,521754
DISTRICT,2011,Doda,Urban,6719,32689,18211,14478,4033,2203,1830,1069,550,519,615,361,254,24533,14801,9732,8156,3410,4746,10347,8667,1680,9687,8243,1444,21,18,3,33,31,2,14,12,2,9619,8182,1437,660,424,236,212,55,157,77,72,5,12,9,3,359,288,71,463,288,175,130,20,110,28,25,3,9,6,3,296,237,59,197,136,61,82,35,47,49,47,2,3,3,0,63,51,12,22342,9544,12798
DISTRICT,2011,Doda,Rural,72917,377247,195430,181817,67207,34659,32548,52339,26659,25680,38601,20016,18585,194550,123819,70731,182697,71611,111086,141565,92477,49088,69690,60106,9584,24028,20362,3666,3905,3485,420,565,460,105,41192,35799,5393,71875,32371,39504,45686,14621,31065,8184,4626,3558,1341,390,951,16664,12734,3930,50801,25505,25296,30182,11076,19106,6338,3488,2850,658,315,343,13623,10626,2997,21074,6866,14208,15504,3545,11959,1846,1138,708,683,75,608,3041,2108,933,235682,102953,132729
DISTRICT,2011,Diu,Urban,5249,23991,11614,12377,2457,1294,1163,1369,669,700,121,68,53,19862,10064,9798,4129,1550,2579,7226,6016,1210,6775,5886,889,18,12,6,7,6,1,17,9,8,6733,5859,874,451,130,321,6,0,6,0,0,0,59,6,53,386,124,262,413,114,299,6,0,6,0,0,0,53,6,47,354,108,246,38,16,22,0,0,0,0,0,0,6,0,6,32,16,16,16765,5598,11167
DISTRICT,2011,Diu,Rural,5331,28083,14028,14055,4019,2063,1956,493,258,235,2,1,1,18196,10263,7933,9887,3765,6122,8524,6916,1608,7943,6773,1170,384,200,184,182,34,148,31,22,9,7346,6517,829,581,143,438,63,26,37,102,9,93,168,0,168,248,108,140,443,118,325,40,21,19,81,9,72,120,0,120,202,88,114,138,25,113,23,5,18,21,0,21,48,0,48,46,20,26,19559,7112,12447
DISTRICT,2011,Dindori ,Urban,7410,32318,16520,15798,4118,2061,2057,1969,982,987,7369,3720,3649,23872,13227,10645,8446,3293,5153,11952,8748,3204,9360,7268,2092,893,655,238,772,456,316,563,441,122,7132,5716,1416,2592,1480,1112,77,54,23,354,167,187,389,185,204,1772,1074,698,2038,1167,871,69,47,22,288,139,149,329,157,172,1352,824,528,554,313,241,8,7,1,66,28,38,60,28,32,420,250,170,20366,7772,12594
DISTRICT,2011,Dindori ,Rural,162220,672206,335393,336813,107702,54706,52996,37813,19384,18429,448420,221979,226441,354842,209532,145310,317364,125861,191503,377973,194635,183338,240777,135377,105400,121828,72523,49305,94650,47578,47072,3335,1785,1550,20964,13491,7473,137196,59258,77938,27286,12636,14650,95186,39454,55732,3671,1564,2107,11053,5604,5449,107299,46556,60743,19753,9013,10740,77111,32377,44734,2105,859,1246,8330,4307,4023,29897,12702,17195,7533,3623,3910,18075,7077,10998,1566,705,861,2723,1297,1426,294233,140758,153475
DISTRICT,2011,Dindigul,Urban,209803,808040,402333,405707,79037,40560,38477,141775,70370,71405,3543,1801,1742,611563,324444,287119,196477,77889,118588,342962,237837,105125,312642,222311,90331,16971,11263,5708,58017,31409,26608,11761,6243,5518,225893,173396,52497,30320,15526,14794,930,469,461,8490,3734,4756,1544,508,1036,19356,10815,8541,26097,13542,12555,835,414,421,7431,3377,4054,1012,347,665,16819,9404,7415,4223,1984,2239,95,55,40,1059,357,702,532,161,371,2537,1411,1126,465078,164496,300582
DISTRICT,2011,Dindigul,Rural,350970,1351735,678605,673130,137539,71395,66144,310601,155203,155398,4521,2294,2227,870271,491736,378535,481464,186869,294595,762193,427632,334561,650375,377520,272855,138361,82814,55547,330708,165774,164934,13492,7162,6330,167814,121770,46044,111818,50112,61706,9143,4418,4725,70744,29580,41164,4032,1462,2570,27899,14652,13247,96930,44113,52817,8236,4023,4213,61682,26087,35595,3058,1125,1933,23954,12878,11076,14888,5999,8889,907,395,512,9062,3493,5569,974,337,637,3945,1774,2171,589542,250973,338569
DISTRICT,2011,Dimapur ,Urban,42100,197869,103959,93910,24835,12661,12174,0,0,0,92993,45225,47768,151215,81802,69413,46654,22157,24497,74492,53946,20546,63189,48871,14318,976,529,447,558,393,165,1148,713,435,60507,47236,13271,11303,5075,6228,534,168,366,455,230,225,1398,441,957,8916,4236,4680,9342,4254,5088,382,119,263,386,203,183,1130,377,753,7444,3555,3889,1961,821,1140,152,49,103,69,27,42,268,64,204,1472,681,791,123377,50013,73364
DISTRICT,2011,Dimapur ,Rural,36505,180942,93435,87507,26063,13228,12835,0,0,0,130996,65667,65329,126822,68340,58482,54120,25095,29025,76858,45699,31159,59169,39184,19985,19615,11611,8004,3948,2350,1598,1190,477,713,34416,24746,9670,17689,6515,11174,3392,1207,2185,4029,1487,2542,1337,322,1015,8931,3499,5432,13644,4917,8727,2921,1017,1904,3132,1159,1973,1036,265,771,6555,2476,4079,4045,1598,2447,471,190,281,897,328,569,301,57,244,2376,1023,1353,104084,47736,56348
DISTRICT,2011,Dima Hasao,Urban,12963,62489,32985,29504,7347,3731,3616,2452,1270,1182,28783,14314,14469,50864,27901,22963,11625,5084,6541,22288,17197,5091,20224,16212,4012,986,717,269,223,171,52,184,135,49,18831,15189,3642,2064,985,1079,298,132,166,137,46,91,106,32,74,1523,775,748,1873,891,982,274,128,146,115,36,79,88,24,64,1396,703,693,191,94,97,24,4,20,22,10,12,18,8,10,127,72,55,40201,15788,24413
DISTRICT,2011,Dima Hasao,Rural,29289,151613,77817,73796,25067,12749,12318,1885,1070,815,123060,62206,60854,90009,50658,39351,61604,27159,34445,62740,39126,23614,48073,33599,14474,34389,22976,11413,1610,1196,414,566,382,184,11508,9045,2463,14667,5527,9140,8807,3159,5648,2848,1088,1760,636,111,525,2376,1169,1207,11979,4543,7436,7174,2611,4563,2465,932,1533,546,87,459,1794,913,881,2688,984,1704,1633,548,1085,383,156,227,90,24,66,582,256,326,88873,38691,50182
DISTRICT,2011,Dibrugarh,Urban,54453,243730,126135,117595,22927,11872,11055,17480,9037,8443,10278,5146,5132,198958,106239,92719,44772,19896,24876,90061,72397,17664,77835,64811,13024,534,372,162,644,373,271,1203,884,319,75454,63182,12272,12226,7586,4640,214,119,95,370,240,130,912,409,503,10730,6818,3912,10575,6359,4216,197,104,93,332,213,119,725,303,422,9321,5739,3582,1651,1227,424,17,15,2,38,27,11,187,106,81,1409,1079,330,153669,53738,99931
DISTRICT,2011,Dibrugarh,Rural,222414,1082605,550299,532306,140283,71296,68987,41396,21480,19916,92593,46689,45904,685573,385122,300451,397032,165177,231855,470496,295616,174880,313762,220144,93618,85548,65927,19621,21148,13067,8081,5325,3798,1527,201741,137352,64389,156734,75472,81262,48898,22844,26054,39047,17063,21984,6922,2520,4402,61867,33045,28822,127360,61465,65895,38887,18349,20538,31605,13760,17845,4878,1778,3100,51990,27578,24412,29374,14007,15367,10011,4495,5516,7442,3303,4139,2044,742,1302,9877,5467,4410,612109,254683,357426
DISTRICT,2011,Dibang Valley,Urban,621,2384,1316,1068,309,165,144,0,0,0,1221,565,656,1744,1027,717,640,289,351,915,612,303,706,491,215,9,6,3,9,8,1,10,9,1,678,468,210,209,121,88,43,22,21,8,7,1,22,4,18,136,88,48,158,97,61,43,22,21,7,7,0,21,3,18,87,65,22,51,24,27,0,0,0,1,0,1,1,1,0,49,23,26,1469,704,765
DISTRICT,2011,Dibang Valley,Rural,1331,5620,3098,2522,775,409,366,0,0,0,4480,2285,2195,2692,1587,1105,2928,1511,1417,2640,1616,1024,1819,1151,668,798,427,371,42,37,5,7,5,2,972,682,290,821,465,356,440,212,228,47,29,18,29,13,16,305,211,94,621,358,263,312,150,162,40,25,15,22,10,12,247,173,74,200,107,93,128,62,66,7,4,3,7,3,4,58,38,20,2980,1482,1498
DISTRICT,2011,Dhule,Urban,112157,571036,295115,275921,67471,36036,31435,45272,22981,22291,39491,20304,19187,436476,233910,202566,134560,61205,73355,178284,144979,33305,162798,135243,27555,3316,2773,543,11409,7054,4355,4942,3271,1671,143131,122145,20986,15486,9736,5750,328,233,95,2253,1061,1192,1289,502,787,11616,7940,3676,13517,8539,4978,311,219,92,1917,901,1016,939,371,568,10350,7048,3302,1969,1197,772,17,14,3,336,160,176,350,131,219,1266,892,374,392752,150136,242616
DISTRICT,2011,Dhule,Rural,296717,1479826,758916,720910,206036,108085,97951,82299,42087,40212,607824,306730,301094,857440,489478,367962,622386,269438,352948,758086,425469,332617,663077,391024,272053,217325,145483,71842,354419,178013,176406,11615,7063,4552,79718,60465,19253,95009,34445,60564,18170,6796,11374,61455,19855,41600,2800,1061,1739,12584,6733,5851,83209,29629,53580,15502,5664,9838,54887,17418,37469,2194,849,1345,10626,5698,4928,11800,4816,6984,2668,1132,1536,6568,2437,4131,606,212,394,1958,1035,923,721740,333447,388293
DISTRICT,2011,Dhubri,Urban,43599,203701,103934,99767,22983,11879,11104,30466,15667,14799,701,367,334,148695,80156,68539,55006,23778,31228,70356,58760,11596,60720,53168,7552,1897,1822,75,902,711,191,2005,1270,735,55916,49365,6551,9636,5592,4044,221,139,82,408,234,174,888,218,670,8119,5001,3118,8020,4773,3247,194,122,72,336,206,130,764,189,575,6726,4256,2470,1616,819,797,27,17,10,72,28,44,124,29,95,1393,745,648,133345,45174,88171
DISTRICT,2011,Dhubri,Rural,371075,1745557,893914,851643,345279,175213,170066,39929,20692,19237,5631,2831,2800,773646,431395,342251,971911,462519,509392,599463,466138,133325,444278,393909,50369,177976,169658,8318,106522,91320,15202,14014,9612,4402,145766,123319,22447,155185,72229,82956,25211,12277,12934,63284,30482,32802,10915,3253,7662,55775,26217,29558,121123,58528,62595,18168,9531,8637,50283,24919,25364,8880,2718,6162,43792,21360,22432,34062,13701,20361,7043,2746,4297,13001,5563,7438,2035,535,1500,11983,4857,7126,1146094,427776,718318
DISTRICT,2011,Dhenkanal,Urban,25918,117506,61267,56239,11762,6246,5516,18901,9651,9250,5385,2674,2711,94387,51326,43061,23119,9941,13178,37147,31715,5432,31559,27861,3698,1396,1365,31,2071,1757,314,1240,1032,208,26852,23707,3145,5588,3854,1734,204,171,33,1314,834,480,422,202,220,3648,2647,1001,4757,3398,1359,193,161,32,1043,750,293,378,181,197,3143,2306,837,831,456,375,11,10,1,271,84,187,44,21,23,505,341,164,80359,29552,50807
DISTRICT,2011,Dhenkanal,Rural,253446,1075305,551326,523979,127334,67847,59487,215178,109104,106074,156671,78204,78467,735523,412767,322756,339782,138559,201223,398386,308837,89549,245779,217374,28405,58259,55896,2363,64785,53806,10979,9432,7952,1480,113303,99720,13583,152607,91463,61144,11371,8391,2980,95466,52446,43020,6218,3452,2766,39552,27174,12378,125208,78140,47068,9704,7419,2285,79632,45438,34194,4765,2848,1917,31107,22435,8672,27399,13323,14076,1667,972,695,15834,7008,8826,1453,604,849,8445,4739,3706,676919,242489,434430
DISTRICT,2011,Dhemaji,Urban,10231,48285,24971,23314,5895,3055,2840,3701,1945,1756,8345,4181,4164,35616,19379,16237,12669,5592,7077,16071,12873,3198,13730,11612,2118,1106,871,235,228,184,44,345,288,57,12051,10269,1782,2341,1261,1080,371,157,214,170,88,82,317,100,217,1483,916,567,1963,1035,928,343,138,205,134,76,58,211,48,163,1275,773,502,378,226,152,28,19,9,36,12,24,106,52,54,208,143,65,32214,12098,20116
DISTRICT,2011,Dhemaji,Rural,119638,637848,326278,311570,98352,50402,47950,40524,21061,19463,317215,161268,155947,387412,218382,169030,250436,107896,142540,300729,173704,127025,187634,134071,53563,144783,101661,43122,4563,2799,1764,2764,1644,1120,35524,27967,7557,113095,39633,73462,85677,28734,56943,14220,4913,9307,3798,885,2913,9400,5101,4299,92509,31817,60692,69480,22649,46831,11977,4124,7853,2983,644,2339,8069,4400,3669,20586,7816,12770,16197,6085,10112,2243,789,1454,815,241,574,1331,701,630,337119,152574,184545
DISTRICT,2011,Dhaulpur,Urban,41574,247450,132717,114733,37888,20583,17305,43704,23373,20331,2752,1514,1238,152392,91114,61278,95058,41603,53455,73862,61535,12327,61917,54238,7679,6498,5952,546,3646,2898,748,2025,1508,517,49748,43880,5868,11945,7297,4648,976,424,552,1846,861,985,727,340,387,8396,5672,2724,9848,6130,3718,657,280,377,1455,691,764,616,292,324,7120,4867,2253,2097,1167,930,319,144,175,391,170,221,111,48,63,1276,805,471,173588,71182,102406
DISTRICT,2011,Dhaulpur,Rural,162180,959066,520930,438136,179725,96615,83110,201991,108502,93489,55842,30288,25554,530706,344607,186099,428360,176323,252037,449350,277575,171775,255700,207441,48259,151129,130530,20599,26474,20862,5612,3798,1768,2030,74299,54281,20018,193650,70134,123516,71333,27807,43526,42376,17465,24911,6171,1410,4761,73770,23452,50318,130470,42427,88043,41030,12313,28717,31596,12864,18732,4694,909,3785,53150,16341,36809,63180,27707,35473,30303,15494,14809,10780,4601,6179,1477,501,976,20620,7111,13509,509716,243355,266361
DISTRICT,2011,Dharwad,Urban,222026,1049539,527790,521749,118782,60796,57986,106468,52771,53697,37459,18587,18872,799710,422605,377105,249829,105185,144644,377613,293157,84456,338261,267994,70267,16333,13171,3162,24321,13179,11142,8325,5679,2646,289282,235965,53317,39352,25163,14189,669,375,294,4416,2127,2289,2187,1068,1119,32080,21593,10487,33029,20950,12079,632,355,277,4103,1968,2135,1697,832,865,26597,17795,8802,6323,4213,2110,37,20,17,313,159,154,490,236,254,5483,3798,1685,671926,234633,437293
DISTRICT,2011,Dharwad,Rural,160674,797484,409416,388068,101160,52331,48829,71387,36366,35021,50089,25586,24503,501954,289171,212783,295530,120245,175285,407220,250619,156601,352687,232906,119781,136645,103090,33555,145204,71519,73685,4729,3581,1148,66109,54716,11393,54533,17713,36820,10632,2908,7724,33701,8773,24928,1222,566,656,8978,5466,3512,46872,14407,32465,8635,2082,6553,30050,7372,22678,945,429,516,7242,4524,2718,7661,3306,4355,1997,826,1171,3651,1401,2250,277,137,140,1736,942,794,390264,158797,231467
DISTRICT,2011,Dharmapuri,Urban,65464,260912,131088,129824,27037,13943,13094,38205,19150,19055,2659,1400,1259,189924,102300,87624,70988,28788,42200,105093,72948,32145,94871,67434,27437,6859,4437,2422,12410,6483,5927,3227,1467,1760,72375,55047,17328,10222,5514,4708,341,192,149,2198,959,1239,827,196,631,6856,4167,2689,8211,4491,3720,312,175,137,1856,823,1033,548,142,406,5495,3351,2144,2011,1023,988,29,17,12,342,136,206,279,54,225,1361,816,545,155819,58140,97679
DISTRICT,2011,Dharmapuri,Rural,310409,1245931,643215,602716,140903,73834,67069,207187,105556,101631,60385,30730,29655,727785,425299,302486,518146,217916,300230,646077,373109,272968,558125,333117,225008,184221,106540,77681,204652,97301,107351,8081,3906,4175,161171,125370,35801,87952,39992,47960,9907,4770,5137,48085,18282,29803,3206,952,2254,26754,15988,10766,74082,34497,39585,8589,4224,4365,41271,16187,25084,2333,748,1585,21889,13338,8551,13870,5495,8375,1318,546,772,6814,2095,4719,873,204,669,4865,2650,2215,599854,270106,329748
DISTRICT,2011,Dhar,Urban,86741,413221,217612,195609,59907,31536,28371,35955,18773,17182,80551,40873,39678,280865,160648,120217,132356,56964,75392,149699,117494,32205,133998,108884,25114,7581,6230,1351,14085,8370,5715,3672,2830,842,108660,91454,17206,15701,8610,7091,885,272,613,4696,1774,2922,700,396,304,9420,6168,3252,12549,6990,5559,692,235,457,3712,1424,2288,587,333,254,7558,4998,2560,3152,1620,1532,193,37,156,984,350,634,113,63,50,1862,1170,692,263522,100118,163404
