LEVEL,YEAR,NAME,AREA,NO_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,NON_WORK_P,NON_WORK_M,NON_WORK_F,UNNAMED: 64
DISTRICT,2001,Erode,Urban,314938,1193963,603842,590121,117344,60242,57102,148527,74645,73882,2573,1360,1213,795163,447865,347298,398800,155977,242823,583422,388246,195176,547836,374500,173336,52576,32301,20275,110555,55981,54574,29447,15245,14202,355258,270973,84285,35586,13746,21840,1541,421,1120,15999,5206,10793,3094,552,2542,14952,7567,7385,610541,215596,394945,
DISTRICT,2001,Erode,Rural,383467,1387537,705436,682101,135499,70135,65364,273677,138667,135010,15120,7573,7547,726792,440042,286750,660745,265394,395351,850983,482352,368631,770155,456189,313966,227496,135068,92428,300455,151894,148561,38754,20562,18192,203450,148665,54785,80828,26163,54665,9706,2825,6881,53961,16580,37381,5044,968,4076,12117,5790,6327,536554,223084,313470,
DISTRICT,2001,Ernakulam,Urban,328280,1477085,729788,747297,160895,82361,78534,100100,49180,50920,3378,1677,1701,1241359,625433,615926,235726,104355,131371,505823,395426,110397,433144,346400,86744,3136,2699,437,5260,3762,1498,10779,8044,2735,413969,331895,82074,72679,49026,23653,891,579,312,4135,1903,2232,2652,1051,1601,65001,45493,19508,971262,334362,636900,
DISTRICT,2001,Ernakulam,Rural,364881,1628713,808609,820104,178029,91052,86977,163418,80526,82892,6668,3402,3266,1337454,682413,655041,291259,126196,165063,611268,452392,158876,482612,380000,102612,44750,38621,6129,46977,31446,15531,14055,8757,5298,376830,301176,75654,128656,72392,56264,9923,5271,4652,32654,15954,16700,4733,1620,3113,81346,49547,31799,1017445,356217,661228,
DISTRICT,2001,East Siang,Urban,4583,21965,11631,10334,3480,1737,1743,393,209,184,7618,3671,3947,13882,8108,5774,8083,3523,4560,6727,5309,1418,6288,5058,1230,100,62,38,129,99,30,151,130,21,5908,4767,1141,439,251,188,21,11,10,84,56,28,65,22,43,269,162,107,15238,6322,8916,
DISTRICT,2001,East Siang,Rural,11550,65432,33634,31798,12300,6324,5976,138,85,53,52802,26507,26295,29613,17347,12266,35819,16287,19532,26825,15180,11645,22895,13785,9110,14975,8016,6959,1233,809,424,463,188,275,6224,4772,1452,3930,1395,2535,2192,699,1493,552,201,351,113,32,81,1073,463,610,38607,18454,20153,
DISTRICT,2001,East District,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,2001,East District,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,2001,Ganderbal,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,2001,Ganderbal,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,2001,Jamtara,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,2001,Jamtara,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,2001,Kabeerdham,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,2001,Kabeerdham,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,2001,Kanshiram Nagar,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,2001,Kanshiram Nagar,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,2001,Khandwa (East Nimar),Urban,79305,459921,237602,222319,67233,34855,32378,47039,24171,22868,17944,9438,8506,303101,171222,131879,156820,66380,90440,136814,113625,23189,125561,106952,18609,4789,3904,885,9541,5309,4232,4911,3586,1325,106320,94153,12167,11253,6673,4580,184,71,113,2210,693,1517,844,199,645,8015,5710,2305,323107,123977,199130,
DISTRICT,2001,Khandwa (East Nimar),Rural,227674,1253213,647364,605849,242278,124576,117702,142649,74212,68437,490588,250175,240413,563717,363681,200036,689496,283683,405813,615881,353905,261976,502815,320595,182220,236498,157330,79168,206461,112850,93611,6744,4815,1929,53112,45600,7512,113066,33310,79756,30060,6947,23113,77564,23195,54369,1070,343,727,4372,2825,1547,637332,293459,343873,
DISTRICT,2001,East Khasi Hills,Urban,55325,277748,139435,138313,35901,18177,17724,1481,799,682,163098,76542,86556,212011,109873,102138,65737,29562,36175,91233,63739,27494,85654,60744,24910,249,158,91,368,226,142,1166,866,300,83871,59494,24377,5579,2995,2584,37,14,23,99,44,55,264,107,157,5179,2830,2349,186515,75696,110819,
DISTRICT,2001,East Khasi Hills,Rural,70242,383175,194118,189057,79268,40234,39034,851,483,368,349054,174184,174870,203149,102764,100385,180026,91354,88672,165329,98154,67175,133536,84854,48682,52664,30260,22404,22078,14474,7604,1917,964,953,56877,39156,17721,31793,13300,18493,7284,2688,4596,12500,5404,7096,850,121,729,11159,5087,6072,217846,95964,121882,
DISTRICT,2001,East Kameng,Urban,3182,15002,7910,7092,3262,1585,1677,96,59,37,10644,5306,5338,7907,5055,2852,7095,2855,4240,5076,3525,1551,4367,3257,1110,935,389,546,16,11,5,26,22,4,3390,2835,555,709,268,441,206,60,146,135,47,88,20,3,17,348,158,190,9926,4385,5541,
DISTRICT,2001,East Kameng,Rural,8836,42177,20892,21285,8798,4340,4458,1,1,0,38941,19040,19901,10431,6923,3508,31746,13969,17777,20873,10478,10395,19176,10009,9167,15968,7387,8581,428,255,173,114,72,42,2666,2295,371,1697,469,1228,1151,301,850,127,57,70,29,7,22,390,104,286,21304,10414,10890,
DISTRICT,2001,East Godavari,Urban,271982,1151885,574521,577364,132014,66495,65519,135479,67043,68436,9972,5082,4890,774333,410843,363490,377552,163678,213874,367539,308135,59404,335163,286646,48517,5111,4721,390,33220,25877,7343,11859,7693,4166,284973,248355,36618,32376,21489,10887,154,114,40,9359,5452,3907,1973,731,1242,20890,15192,5698,784346,266386,517960,
DISTRICT,2001,East Godavari,Rural,930679,3749535,1885119,1864416,481476,243615,237861,746171,375282,370889,181589,90152,91437,2033395,1093833,939562,1716140,791286,924854,1572675,1128594,444081,1279636,1004486,275150,203462,179973,23489,713276,526062,187214,50503,31499,19004,312395,266952,45443,293039,124108,168931,10220,6007,4213,230125,94538,135587,13777,2722,11055,38917,20841,18076,2176860,756525,1420335,
DISTRICT,2001,East Garo Hills,Urban,6262,35907,18384,17523,6582,3368,3214,320,178,142,30874,15480,15394,23862,12689,11173,12045,5695,6350,12845,7986,4859,8841,6440,2401,1630,1002,628,891,569,322,220,120,100,6100,4749,1351,4004,1546,2458,1319,504,815,1143,374,769,236,65,171,1306,603,703,23062,10398,12664,
DISTRICT,2001,East Garo Hills,Rural,38800,214675,109090,105585,44600,22599,22001,27,15,12,211042,106910,104132,97012,54456,42556,117663,54634,63029,99151,53169,45982,69965,43765,26200,54076,32532,21544,6054,4018,2036,1246,516,730,8589,6699,1890,29186,9404,19782,19015,6091,12924,5499,1973,3526,1498,258,1240,3174,1082,2092,115524,55921,59603,
DISTRICT,2001,East,Urban,283160,1445360,783955,661405,202935,108857,94078,237174,127203,109971,0,0,0,1055368,605766,449602,389992,178189,211803,467954,407699,60255,449052,393649,55403,995,709,286,582,403,179,14785,13004,1781,432690,379533,53157,18902,14050,4852,47,16,31,56,33,23,1155,519,636,17644,13482,4162,977406,376256,601150,
DISTRICT,2001,East,Rural,4478,18223,10119,8104,2638,1364,1274,1810,1075,735,0,0,0,12771,7295,5476,5452,2824,2628,7356,5852,1504,7164,5727,1437,67,49,18,40,32,8,36,27,9,7021,5619,1402,192,125,67,7,3,4,14,1,13,2,0,2,169,121,48,10867,4267,6600,
DISTRICT,2001,Durg,Urban,212973,1072309,555935,516374,146746,75663,71083,135883,69225,66658,64035,33055,30980,761922,434706,327216,310387,121229,189158,318350,257003,61347,288679,240747,47932,8781,5610,3171,8659,4269,4390,6269,4435,1834,264970,226433,38537,29671,16256,13415,1724,573,1151,7608,2327,5281,875,330,545,19464,13026,6438,753959,298932,455027,
DISTRICT,2001,Durg,Rural,330513,1738127,861958,876169,291348,147203,144145,223628,111106,112522,284766,138983,145783,1031968,598123,433845,706159,263835,442324,844483,440934,403549,676945,384017,292928,347259,189594,157665,222459,103895,118564,10957,7503,3454,96270,83025,13245,167538,56917,110621,42395,13590,28805,112491,35783,76708,2621,1119,1502,10031,6425,3606,893644,421024,472620,
DISTRICT,2001,Dungarpur,Urban,15960,80856,42127,38729,11487,6119,5368,6415,3398,3017,17610,9190,8420,54203,31578,22625,26653,10549,16104,26024,19879,6145,20702,17220,3482,1636,1035,601,218,117,101,1102,803,299,17746,15265,2481,5322,2659,2663,590,228,362,953,181,772,334,145,189,3445,2105,1340,54832,22248,32584,
DISTRICT,2001,Dungarpur,Rural,186741,1026787,505664,521123,220160,112372,107788,39571,19687,19884,703877,346558,357319,371237,251934,119303,655550,253730,401820,505352,261405,243947,251581,184600,66981,170173,120847,49326,14832,7407,7425,6374,4560,1814,60202,51786,8416,253771,76805,176966,144723,40960,103763,68867,16635,52232,5298,1485,3813,34883,17725,17158,521435,244259,277176,
DISTRICT,2001,Dumka,Urban,20060,114912,61112,53800,16626,8658,7968,13096,6809,6287,6430,3311,3119,79506,46516,32990,35406,14596,20810,31194,26684,4510,26388,23690,2698,1510,1178,332,487,357,130,863,698,165,23528,21457,2071,4806,2994,1812,891,439,452,864,320,544,323,129,194,2728,2106,622,83718,34428,49290,
DISTRICT,2001,Dumka,Rural,311258,1644690,836252,808438,301810,152447,149363,116222,59341,56881,695473,348995,346478,611328,416265,195063,1033362,419987,613375,747184,452558,294626,443966,337803,106163,245430,186188,59242,108493,76665,31828,22356,15249,7107,67687,59701,7986,303218,114755,188463,119147,40062,79085,159745,62215,97530,9451,2577,6874,14875,9901,4974,897506,383694,513812,
DISTRICT,2001,Dohad,Urban,28047,156323,80076,76247,23009,12230,10779,7242,3698,3544,45650,23031,22619,103818,58483,45335,52505,21593,30912,49043,38654,10389,42748,36768,5980,3309,2409,900,1084,602,482,825,625,200,37530,33132,4398,6295,1886,4409,1439,190,1249,1798,281,1517,322,57,265,2736,1358,1378,107280,41422,65858,
DISTRICT,2001,Dohad,Rural,215962,1480110,744132,735978,310939,157569,153370,25642,12922,12720,1136859,570735,566124,484256,326857,157399,995854,417275,578579,765547,387138,378409,453662,314456,139206,344967,246414,98553,40517,17943,22574,4798,3309,1489,63380,46790,16590,311885,72682,239203,145721,27955,117766,135082,34121,100961,2229,515,1714,28853,10091,18762,714563,356994,357569,
DISTRICT,2001,Doda,Urban,7994,47695,27620,20075,5499,2966,2533,1304,675,629,495,281,214,34323,22040,12283,13372,5580,7792,16648,14558,2090,15442,13753,1689,265,217,48,131,119,12,84,75,9,14962,13342,1620,1206,805,401,300,67,233,109,103,6,37,5,32,760,630,130,31047,13062,17985,
DISTRICT,2001,Doda,Rural,101506,644234,335906,308328,113532,57625,55907,61658,31541,30117,79256,41772,37484,240102,171794,68308,404132,164112,240020,301632,177100,124532,178867,133737,45130,106315,77160,29155,6176,5488,688,2418,1722,696,63958,49367,14591,122765,43363,79402,97289,30270,67019,6904,5410,1494,2230,621,1609,16342,7062,9280,342602,158806,183796,
DISTRICT,2001,Diu,Urban,4761,21578,9929,11649,2923,1472,1451,1207,585,622,116,62,54,15272,7889,7383,6306,2040,4266,6263,4556,1707,5628,4390,1238,28,6,22,7,3,4,213,100,113,5380,4281,1099,635,166,469,3,3,0,1,1,0,266,4,262,365,158,207,15315,5373,9942,
DISTRICT,2001,Diu,Rural,4480,22637,10949,11688,4631,2383,2248,566,286,280,0,0,0,10895,6477,4418,11742,4472,7270,7599,4819,2780,5776,4583,1193,912,376,536,46,12,34,102,67,35,4716,4128,588,1823,236,1587,568,58,510,546,34,512,279,3,276,430,141,289,15038,6130,8908,
DISTRICT,2001,Dindori,Urban,5794,26870,13814,13056,3687,1879,1808,1534,780,754,5797,2821,2976,18772,10808,7964,8098,3006,5092,8566,6769,1797,7073,5953,1120,434,364,70,209,152,57,356,262,94,6074,5175,899,1493,816,677,28,18,10,577,266,311,126,36,90,762,496,266,18304,7045,11259,
DISTRICT,2001,Dindori,Rural,119665,553860,277902,275958,93819,47130,46689,32314,16630,15684,368650,183372,185278,242992,158974,84018,310868,118928,191940,322341,165103,157238,253374,140845,112529,179958,99700,80258,51964,25532,26432,4720,2941,1779,16732,12672,4060,68967,24258,44709,21100,6659,14441,44339,15812,28527,1141,479,662,2387,1308,1079,231519,112799,118720,
DISTRICT,2001,Dindigul,Urban,159317,673252,339064,334188,74911,38424,36487,106361,53372,52989,2972,1547,1425,471285,259750,211535,201967,79314,122653,274056,194677,79379,250926,183627,67299,15559,10032,5527,50011,26109,23902,10587,5911,4676,174769,141575,33194,23130,11050,12080,787,287,500,10923,4314,6609,1188,237,951,10232,6212,4020,399196,144387,254809,
DISTRICT,2001,Dindigul,Rural,305862,1249762,629073,620689,144007,74984,69023,269809,135694,134115,3512,1773,1739,710461,421948,288513,539301,207125,332176,699276,390469,308807,590967,347099,243868,167659,101876,65783,263184,129277,133907,14593,7320,7273,145531,108626,36905,108309,43370,64939,9345,3739,5606,80472,29721,50751,3612,938,2674,14880,8972,5908,550486,238604,311882,
DISTRICT,2001,Dima Hasao,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,2001,Dima Hasao,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,2001,Dimapur,Urban,23196,114600,62400,52200,15969,8185,7784,0,0,0,43218,21644,21574,77998,44612,33386,36602,17788,18814,35110,30114,4996,31772,27647,4125,236,139,97,119,93,26,618,427,191,30799,26988,3811,3338,2467,871,44,25,19,126,66,60,186,65,121,2982,2311,671,79490,32286,47204,
DISTRICT,2001,Dimapur,Rural,34881,194424,104263,90161,30960,15638,15322,0,0,0,144356,73397,70959,123352,71155,52197,71072,33108,37964,68196,47449,20747,55809,42816,12993,22967,15598,7369,2515,1858,657,1099,510,589,29228,24850,4378,12387,4633,7754,6469,2053,4416,2036,960,1076,1297,166,1131,2585,1454,1131,126228,56814,69414,
DISTRICT,2001,Dibrugarh,Urban,46542,228438,123437,105001,23365,12181,11184,14533,7679,6854,9507,4852,4655,181441,101706,79735,46997,21731,25266,76212,65814,10398,72331,63171,9160,325,219,106,328,208,120,1182,714,468,70496,62030,8466,3881,2643,1238,58,39,19,60,38,22,388,119,269,3375,2447,928,152226,57623,94603,
DISTRICT,2001,Dibrugarh,Rural,182032,956634,490118,466516,149266,75804,73462,33491,17404,16087,78830,39815,39015,516707,304559,212148,439927,185559,254368,396207,241608,154599,270377,188945,81432,77269,56448,20821,11135,7224,3911,4128,2578,1550,177845,122695,55150,125830,52663,73167,59356,22313,37043,24339,10615,13724,4962,1261,3701,37173,18474,18699,560427,248510,311917,
DISTRICT,2001,Lower Dibang Valley,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,2001,Lower Dibang Valley,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,2001,Dibang Valley,Urban,2170,10107,5727,4380,1441,743,698,229,133,96,2670,1460,1210,7327,4453,2874,2780,1274,1506,3369,2799,570,3206,2686,520,29,23,6,10,5,5,72,67,5,3095,2591,504,163,113,50,4,2,2,2,1,1,6,4,2,151,106,45,6738,2928,3810,
DISTRICT,2001,Dibang Valley,Rural,9762,47613,25715,21898,8983,4614,4369,278,164,114,24162,12061,12101,20527,13080,7447,27086,12635,14451,22331,13802,8529,18880,12448,6432,11371,6399,4972,1240,830,410,131,92,39,6138,5127,1011,3451,1354,2097,2288,760,1528,594,228,366,40,15,25,529,351,178,25282,11913,13369,
DISTRICT,2001,Dhule,Urban,80476,445885,232008,213877,62396,33272,29124,33515,17122,16393,23425,12383,11042,323900,180405,143495,121985,51603,70382,128149,107554,20595,115135,100907,14228,1196,1076,120,4686,2798,1888,3461,2328,1133,105792,94705,11087,13014,6647,6367,88,43,45,2745,860,1885,1634,263,1371,8547,5481,3066,317736,124454,193282,
DISTRICT,2001,Dhule,Rural,244081,1262062,646364,615698,192835,100589,92246,75587,38634,36953,420139,212344,207795,716937,425631,291306,545125,220733,324392,609792,346685,263107,458361,299402,158959,178318,123522,54796,195360,103286,92074,11462,8063,3399,73221,64531,8690,151431,47283,104148,24724,7823,16901,113077,32422,80655,4551,1273,3278,9079,5765,3314,652270,299679,352591,
DISTRICT,2001,Dhubri,Urban,36563,192443,99470,92973,25837,13207,12630,29649,15331,14318,740,400,340,129041,72563,56478,63402,26907,36495,56923,49354,7569,52311,46476,5835,1446,1370,76,732,585,147,2049,1455,594,48084,43066,5018,4612,2878,1734,133,96,37,230,125,105,609,101,508,3640,2556,1084,135520,50116,85404,
DISTRICT,2001,Dhubri,Rural,260558,1444901,741574,703327,314345,159874,154471,33559,17403,16156,31783,15878,15905,496328,300883,195445,948573,440691,507882,413437,356320,57117,346890,318701,28189,149475,143461,6014,85108,76852,8256,10733,8033,2700,101574,90355,11219,66547,37619,28928,23937,12142,11795,25820,16301,9519,4029,1170,2859,12761,8006,4755,1031464,385254,646210,
DISTRICT,2001,Dhenkanal,Urban,18486,92914,48923,43991,10347,5419,4928,14480,7467,7013,5088,2653,2435,69453,39502,29951,23461,9421,14040,26796,23438,3358,23436,21244,2192,1180,1155,25,1271,1146,125,552,455,97,20433,18488,1945,3360,2194,1166,175,163,12,1038,426,612,290,151,139,1857,1454,403,66118,25485,40633,
DISTRICT,2001,Dhenkanal,Rural,203537,973964,495078,478886,135510,70346,65164,182800,92628,90172,131413,66703,64710,569910,337735,232175,404054,157343,246711,329717,254082,75635,238439,211445,26994,76270,72446,3824,65738,53255,12483,8460,6178,2282,87971,79566,8405,91278,42637,48641,14277,6453,7824,54163,23787,30376,4770,1338,3432,18068,11059,7009,644247,240996,403251,
DISTRICT,2001,Dhemaji,Urban,7872,38832,20769,18063,5666,2884,2782,1972,1062,910,6391,3274,3117,27038,15634,11404,11794,5135,6659,12318,10323,1995,11061,9629,1432,497,396,101,83,64,19,176,130,46,10305,9039,1266,1257,694,563,341,148,193,120,35,85,113,41,72,683,470,213,26514,10446,16068,
DISTRICT,2001,Dhemaji,Rural,89077,533112,273874,259238,93879,47644,46235,28500,14786,13714,264105,134861,129244,277568,166011,111557,255544,107863,147681,237828,135345,102483,144370,103800,40570,109443,76199,33244,5227,3503,1724,2634,1269,1365,27066,22829,4237,93458,31545,61913,72016,24172,47844,12778,4224,8554,3888,679,3209,4776,2470,2306,295284,138529,156755,
DISTRICT,2001,Dhaulpur,Urban,26729,176618,95097,81521,33568,18258,15310,30046,16134,13912,1102,636,466,95564,59684,35880,81054,35413,45641,54651,43859,10792,41682,37681,4001,5593,5133,460,874,729,145,1254,977,277,33961,30842,3119,12969,6178,6791,879,417,462,1191,503,688,986,213,773,9913,5045,4868,121967,51238,70729,
DISTRICT,2001,Dhaulpur,Rural,115527,806640,443006,363634,186693,100187,86506,167849,91589,76260,46510,25318,21192,363218,255437,107781,443422,187569,255853,374663,234254,140409,231502,189799,41703,145886,128868,17018,11086,9243,1843,2807,1815,992,71723,49873,21850,143161,44455,98706,57839,22391,35448,18646,7023,11623,3366,636,2730,63310,14405,48905,431977,208752,223225,
DISTRICT,2001,Dharwad,Urban,166802,881917,451929,429988,112549,57904,54645,77288,39231,38057,26241,13416,12825,617854,342808,275046,264063,109121,154942,292280,232739,59541,269326,220667,48659,14011,11381,2630,19559,9948,9611,9157,5757,3400,226599,193581,33018,22954,12072,10882,1053,274,779,5551,1577,3974,1873,528,1345,14477,9693,4784,589637,219190,370447,
DISTRICT,2001,Dharwad,Rural,130692,722336,371275,351061,105713,54431,51282,54681,27776,26905,44201,22818,21383,374696,231714,142982,347640,139561,208079,392212,228381,163831,317692,209526,108166,144181,105020,39161,111370,53272,58098,7242,5244,1998,54899,45990,8909,74520,18855,55665,17343,4241,13102,50063,11197,38866,1457,382,1075,5657,3035,2622,330124,142894,187230,
DISTRICT,2001,Dharmapuri,Urban,101607,455946,233475,222471,58914,30635,28279,53666,27075,26591,1786,928,858,311311,173781,137530,144635,59694,84941,173521,128937,44584,157636,122503,35133,11118,7939,3179,14346,7998,6348,6646,3138,3508,125526,103428,22098,15885,6434,9451,736,339,397,6387,1831,4556,1429,331,1098,7333,3933,3400,282425,104538,177887,
DISTRICT,2001,Dharmapuri,Rural,536698,2400354,1240122,1160232,327661,176194,151467,363285,185061,178224,57763,29592,28171,1204910,733162,471748,1195444,506960,688484,1239729,724253,515476,1030730,652396,378334,499513,316666,182847,285722,145016,140706,18621,9097,9524,226874,181617,45257,208999,71857,137142,32957,10012,22945,142886,44242,98644,7646,1778,5868,25510,15825,9685,1160625,515869,644756,
DISTRICT,2001,Dhar,Urban,56172,288184,153706,134478,47470,24968,22502,23052,11997,11055,50422,26187,24235,180439,108751,71688,107745,44955,62790,97538,79587,17951,86734,73996,12738,7578,5696,1882,6540,3925,2615,2105,1627,478,70511,62748,7763,10804,5591,5213,405,96,309,4036,1487,2549,321,119,202,6042,3889,2153,190646,74119,116527,
DISTRICT,2001,Dhar,Rural,246529,1452145,736710,715435,291153,149273,141880,89924,45842,44082,898012,452570,445442,554804,362106,192698,897341,374604,522737,713877,387734,326143,508852,332376,176476,332790,215933,116857,116009,65701,50308,6046,4538,1508,54007,46204,7803,205025,55358,149667,82299,15163,67136,113085,35042,78043,2144,700,1444,7497,4453,3044,738268,348976,389292,
DISTRICT,2001,Dhanbad,Urban,226929,1255358,680878,574480,183320,94680,88640,213419,113980,99439,32002,16873,15129,800854,491198,309656,454504,189680,264824,313158,286125,27033,275660,255496,20164,2192,1859,333,1428,1268,160,5563,4659,904,266477,247710,18767,37498,30629,6869,1136,569,567,1695,1132,563,1817,1069,748,32850,27859,4991,942200,394753,547447,
DISTRICT,2001,Dhanbad,Rural,201010,1141744,598068,543676,200945,102276,98669,169550,88728,80822,170727,86227,84500,547730,369385,178345,594014,228683,365331,350900,272013,78887,216841,196438,20403,44407,37838,6569,14874,12280,2594,8636,6326,2310,148924,139994,8930,134059,75575,58484,49114,20952,28162,43933,22124,21809,4789,1738,3051,36223,30761,5462,790844,326055,464789,
DISTRICT,2001,Dhamtari,Urban,17288,93584,46993,46591,13671,7044,6627,8864,4359,4505,8950,4442,4508,63481,35694,27787,30103,11299,18804,36071,23941,12130,32208,22582,9626,1920,1202,718,1975,857,1118,4755,1541,3214,23558,18982,4576,3863,1359,2504,179,52,127,1069,217,852,1061,193,868,1554,897,657,57513,23052,34461,
DISTRICT,2001,Dhamtari,Rural,113119,613007,305531,307476,102843,51916,50927,40530,20079,20451,176565,87306,89259,378440,218269,160171,234567,87262,147305,318159,166607,151552,236028,140807,95221,114457,69363,45094,85200,41494,43706,5651,3281,2370,30720,26669,4051,82131,25800,56331,23903,7779,16124,53550,15656,37894,1290,378,912,3388,1987,1401,294848,138924,155924,
DISTRICT,2001,Dhalai,Urban,4297,18867,9967,8900,2134,1094,1040,3438,1755,1683,2156,1200,956,14587,8149,6438,4280,1818,2462,6318,5431,887,5861,5103,758,370,358,12,485,432,53,54,40,14,4952,4273,679,457,328,129,16,13,3,114,100,14,19,7,12,308,208,100,12549,4536,8013,
DISTRICT,2001,Dhalai,Rural,57788,289001,149128,139873,45768,23285,22483,46379,23702,22677,164170,83899,80271,143810,86379,57431,145191,62749,82442,120443,77807,42636,86709,67961,18748,32621,25300,7321,22566,16803,5763,1262,785,477,30260,25073,5187,33734,9846,23888,9073,2233,6840,16244,4676,11568,1883,295,1588,6534,2642,3892,168558,71321,97237,
DISTRICT,2001,Dewas,Urban,65588,358347,186813,171534,55296,29058,26238,54525,28186,26339,20992,10914,10078,233585,137283,96302,124762,49530,75232,111025,89171,21854,95617,81545,14072,8164,6651,1513,8547,5500,3047,3046,2354,692,75860,67040,8820,15408,7626,7782,1233,295,938,6408,2001,4407,489,188,301,7278,5142,2136,247322,97642,149680,
DISTRICT,2001,Dewas,Rural,160567,949876,491053,458823,175899,90722,85177,184409,95730,88679,194159,99150,95009,422784,285422,137362,527092,205631,321461,469397,261662,207735,333542,225503,108039,186143,125921,60222,104731,62457,42274,4748,3450,1298,37920,33675,4245,135855,36159,99696,45790,8728,37062,84461,24065,60396,1337,470,867,4267,2896,1371,480479,229391,251088,
DISTRICT,2001,Deoria,Urban,35848,268305,139766,128539,43349,22388,20961,30491,15869,14622,37,25,12,165562,97428,68134,102743,42338,60405,61830,54558,7272,50098,45809,4289,2715,2338,377,1772,1404,368,2938,2552,386,42673,39515,3158,11732,8749,2983,667,431,236,3170,1760,1410,1002,685,317,6893,5873,1020,206475,85208,121267,
DISTRICT,2001,Deoria,Rural,343559,2444345,1215257,1229088,472248,242306,229942,462853,231026,231827,496,245,251,1122758,720472,402286,1321587,494785,826802,712072,494136,217936,415365,351005,64360,229756,194674,35082,67906,48415,19491,17299,14383,2916,100404,93533,6871,296707,143131,153576,84532,35796,48736,170748,78382,92366,10558,6011,4547,30869,22942,7927,1732273,721121,1011152,
DISTRICT,2001,Deoghar,Urban,25884,159851,86680,73171,22377,11715,10662,13108,6984,6124,3274,1818,1456,113183,67185,45998,46668,19495,27173,40596,36558,4038,36891,33977,2914,161,138,23,226,200,26,1428,939,489,35076,32700,2376,3705,2581,1124,43,33,10,376,208,168,830,313,517,2456,2027,429,119255,50122,69133,
DISTRICT,2001,Deoghar,Rural,164153,1005539,522198,483341,205375,103735,101640,133755,69329,64426,139443,70962,68481,356469,260372,96097,649070,261826,387244,392118,263680,128438,246820,206456,40364,99199,83784,15415,59172,47443,11729,26244,17570,8674,62205,57659,4546,145298,57224,88074,46014,16576,29438,72097,29421,42676,15730,3836,11894,11457,7391,4066,613421,258518,354903,
DISTRICT,2001,Dehradun,Urban,134555,678742,364278,314464,78891,42289,36602,81415,43082,38333,4419,2487,1932,516998,292796,224202,161744,71482,90262,199977,175134,24843,182590,161222,21368,1290,1021,269,830,663,167,3649,2991,658,176821,156547,20274,17387,13912,3475,180,78,102,1041,757,284,807,448,359,15359,12629,2730,478765,189144,289621,
DISTRICT,2001,Dehradun,Rural,105420,603401,315305,288096,93595,48776,44819,92033,48843,43190,94910,49435,45475,359443,212583,146860,243958,102722,141236,200498,149591,50907,153914,123054,30860,60329,41000,19329,10945,9200,1745,3847,2817,1030,78793,70037,8756,46584,26537,20047,13555,3849,9706,15061,9234,5827,1873,783,1090,16095,12671,3424,402903,165714,237189,
